거래처명,구분,사업자번호,대표자명,업태,종목,주소,전화번호,팩스번호,휴대폰,이메일,대신화물_지점,경동화물_지점,담당자명,담당자연락처,메모,사용여부
주식회사 디케이엠지스,고객업체 (판매),210903-2,문성원,도소매,일반철물및 수공구,전라남도 여수시 망마로 79(신기동),061-691-9000,061-685-3883,,,,,,,,비활성
동일벨텍,고객업체 (판매),210903-1,정영민,"제조업,도소매",산업용벨트 가공 제조,충북 충주시 창현로 1467-1 (용두동),043-842-0989,043-842-0808,,,,,,,,비활성
선경건업,고객업체 (판매),,설현종,,"창호,샷시,잡철공사",대전 동구 한밭대로 1268번길 36,042-634-1145,,,,,,,,,비활성
홈툴즈,매입업체 (구매),,,,,경기도 안성시 일죽면,,,,,,,,,,비활성
용문철물,고객업체 (판매),,최형회,,,"대전 서구 용문로62,101호",042-537-2614,,,,,,,,,비활성
일손철물공구,고객업체 (판매),,황인봉,도소매,철물 공구,대전시 대덕구 벚꽃길 76(상서동),,,,,,,,,,비활성
장계종합건축자재,고객업체 (판매),,안철형,도소매,건축자재,전북 장수군 장계면 백화로25,063-351-7200,063-351-7203,,,,,,,,비활성
원길,고객업체 (판매),,,,,,,,,,,,,,,비활성
부용산건재,고객업체 (판매),,김정봉,도소매,건자재,세종특별자치시 부강면 태산길 17,044-275-4011,044-275-5500,,,,,,,,비활성
일성철물,고객업체 (판매),,,,,충남 아산시 고도면 고도면로 79,041-541-4788,041-544-4788,,,,,,,,비활성
보일러백화점,고객업체 (판매),,허주현,,,충남 보령시 동대동 큰오랏1길 94-7,041-936-3115,041-935-9974,,,,,,,,비활성
T/B캠핑,고객업체 (판매),,,,,,,,,,,,,,,비활성
연합건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
김동한,고객업체 (판매),,,,,서울 중랑구 면목로39길 59-3  301호,010-3052-9564,,,,,,,,,비활성
나래상사,고객업체 (판매),,김순배,,,대전. 중구 유천동 335-136,042-581-0948,042-585-0948,,,,,,,,비활성
금석철물점,고객업체 (판매),,,,,충남 청양군 청양읍 중앙로 106,041-943-2267,041-943-8578,,,,,,,,비활성
금성베어링,고객업체 (판매),,,,,경남 하동군 하동읍 경서대로 214,055-883-0261,055-884-6008,,,,,,,,비활성
한콕컨테이너,고객업체 (판매),,,,,,,,,,,,,,,비활성
칠성FRP,고객업체 (판매),,,,,,,,,,,,,,,비활성
영신철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
형제기업,고객업체 (판매),,김봉호,,"철구조,조립식판넬",구례,061-782-1093,061-783-6963,,,,,,,,비활성
에이엠티인터내셔널,혼합 (판매+구매),,이성근,도소매외,전구램프및조명외,"경기도 시흥시 희망공원로223 (정왕동 1259-6, 시화공단 2나 706호",0313192650,0313192659,,,,,,,,비활성
이승순,고객업체 (판매),,,,,대전시 서구 신갈마로86번길 14 갈마(아)207동1303호,,,,,,,,,,비활성
(주)대성씨엔디,고객업체 (판매),,황귀연,,"하우스파이프,각종 파이프납품","논산시 상월면 호월로693,제2동",041-733-4345,041-733-4347,,,,,,,,비활성
동해철물,고객업체 (판매),,권석일,소매,"철물,공구,안전용품",강원도 동해시 송정중앙로 23(송정동),033-522-1735,033-521-0960,,,,,,,,비활성
섬리친환경,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사 고려건축,고객업체 (판매),,이우석,건설업,"철근,콘크리트공사","경기도 남양주시 다산지금로163번길 9-77,1층(다산동)",,,,,,,,,,비활성
서동금속,고객업체 (판매),,박찬회,,"절단,절곡,알곤용접",서울특별시 금천구 시흥대로 97(시흥유통상가 30동319호),02-893-2000,02-893-3000,,,,,,,,비활성
충남철물건재,고객업체 (판매),,이정이,도매외,"어도구,기타외",경기도 안양시 동안구 평촌대로107번길 20-3(호계동),,,,,,,,,,비활성
석정ENG,고객업체 (판매),,정재경,건설,"기계수리,배관,철골",경북 포항시 남구 해동로96번길4 (해도동),054-283-3887,054-283-3885,,,,,,,,비활성
중앙농약,고객업체 (판매),,이일수,도소매,농약및 비료,경남 함양군 안의면 광풍로 158,055-963-8669,055-962-4835,,,,,,,,비활성
태신금속,고객업체 (판매),,김주남,,,경기도 남양주시 진건읍 송능2길 22-6,,,,,,,,,,비활성
해인산기,고객업체 (판매),,조섭제,"제조,도소매","기계부품,공구",경상남도 함안군 칠원읍 운무로 217-28,055-297-8759,055-297-8760,,,,,,,,비활성
명호전기,고객업체 (판매),,정태호,"도소매,건설","전기자재판매,전기공사업",충남 논산시 시민로 360번길 6(취암동),041-733-2649,041-733-3350,,,,,,,,비활성
대양합판목재건재,고객업체 (판매),210712,노정기,도소매,"합판,목재외","충청남도 천안시 서북구 2공단1로 52(성성동, 정미플러스마트)",041-577-6640,041-577-6645,,,,,,,,비활성
신용농자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
양천공구,고객업체 (판매),210709-1,정용환,도소매,"기계공구,안전용품","서울특별시 양천구 등촌로 80(목동, 목동삼성빌딩1층)",02-2653-0448,02-2653-0447,,,,,,,,비활성
미광종합건설,고객업체 (판매),,,,,경북 칠곡군 동명면 봉암리 401-6번지,054-977-6767,054-977-6747,,,,,,,,비활성
대신택배 대화점,혼합 (판매+구매),,,,,,042-670-4413,,,,,,,,,비활성
로젠택배,혼합 (판매+구매),,,,,,,,,,,,,,,비활성
우진기계공구,고객업체 (판매),,김동민,,,강원도 원주시 무실동 662-5(남원주IC앞),033-761-0988,033-761-0968,,,,,,,,비활성
청룡농기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
우리공구철물,고객업체 (판매),,이용재,도매및상품중개업외,"철물,건자재외",경기도 양평군 서종면 무내미길 37,031-774-4774,031-774-4773,,,,,,,,비활성
금광설비철물,고객업체 (판매),,서성만,,난방시공업,강원도 여주시 상동 295-2,031-883-3755,031-883-3766,,,,,,,,비활성
우진건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
대진농기계,고객업체 (판매),,,,,충남 태안군 소원면 서해로 700-36,041-672-6673,041-672-6673,,,,,,,,비활성
영진철물건재,고객업체 (판매),210624-3,민미정,소매,철물,경기도 이천시 설성면 설가로 8,설성,,,,,,,,,비활성
대진건설,고객업체 (판매),,조상호,,금속구조물 창호공사,경북 영천시 화산면 장수로 638,054-337-0234,054-335-0235,,,,,,,,비활성
주식회사 라바종합상사,고객업체 (판매),210622,박경환,도소매,"철물,공구 안전용품외","울산광역시 울주군 청량읍 청량로 361,1동",052-266-7001,,,,,,,,,비활성
천일건재,고객업체 (판매),,,,,경북 울진군 평해읍 평해로 64-10,,,,,,,,,,비활성
대성철물공구,고객업체 (판매),,,,,전남 해남군 문내면 동영길 35-1,061-532-1594,,,,,,,,,비활성
삼영자동차,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)평화장갑무역,고객업체 (판매),,,,,충남 아산시 음봉면 산동로 354,041-551-8523,041-562-8523,,,,,,,,비활성
장성고물상,고객업체 (판매),,,,,,,,,,,,,,,비활성
대신철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
MK철물종합산업,고객업체 (판매),,,,,,,,,,,,,,,비활성
강태호사장님,고객업체 (판매),,,,,경기도 부천시 성주로225번길 13-1,,,,,,,,,,비활성
비엠컴퍼니,고객업체 (판매),210601,임선희,도소매,"무역업,산업건축공구","경상북도 경주시 강동면 동해대로 166-9,A동106호(삼성원룸)",070-4046-6627,054-771-6644,,,,,,,,비활성
(주)정산,고객업체 (판매),210528,김석환,"도매,제조","무역업,연마재 일반철물 제조",울산광역시 남구 갈밭로 11(삼산동),052-271-7031,052-271-7050,,,,,,,,비활성
안계종합건재,고객업체 (판매),,우범기,,,경북 의성군 안계면 안계길 105,054-861-0286,054-861-3643,,,,,,,,비활성
금강철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
오케이툴,고객업체 (판매),,박연주,도소매,공구 철물,충남 금산군 추부면 추정리 230-18,,,,,,,,,,비활성
금산건축자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
방문,고객업체 (판매),,,,,,,,,,,,,,,비활성
금보인더스트리얼,고객업체 (판매),,유제록,,,대전시 대화동 294-14번지 (C동105호),042-638-6353,042-638-6352,,,,,,,,비활성
황동열쇠,고객업체 (판매),,,,,,,,,,,,,,,비활성
금호베어링,고객업체 (판매),,,,,충남 부여군 부여읍 성왕로 137,041-833-4794,,,,,,,,,비활성
명성공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
금강종합건재,고객업체 (판매),,최서영,"도소매,부동산","건축자재,임대",대전광역시 중구 대종로 395(대흥동),042-223-8833,042-222-2959,,,,,,,,비활성
(주)컷팅코리아,혼합 (판매+구매),,이상화,도소매,건설공구,부산시 강서구 유통단지1로 41104-110(대저2동 부산티플렉스) (대저2동),,,,,,,,,,비활성
아시아휀스,고객업체 (판매),210521,강귀녀,"건설업,도소매","철골및 철근공사,휀스",경상남도 진주시 집현면 불너머길 14,055-758-5395,,,,,,,,,비활성
삼선,고객업체 (판매),210514,최경섭,"제조업,도소매",건축자재,"충북 청주시 흥덕구 강내면 태성탑연로90, 가동",043-233-3082,043-233-3081,,,,,,,,비활성
엘케이 플랜트,고객업체 (판매),,박은숙,,,충청남도 당진시 송악읍 홍척동길 22-21,,,,,,,,,,비활성
대중철물,고객업체 (판매),,김영만,,,강릉시 옥천로19번길 34호 대중철물,033-641-2866,033-648-2866,,,,,,,,비활성
인성건재철물상사,고객업체 (판매),,이봉주,,,경남 창녕군 영산면 동리 128-1,055-536-3475,,,,,,,,,비활성
철물공구나라,고객업체 (판매),,최전오,,"욕실,주방,전기등",김해시 진영읍 장등로 50,055-346-0980,055-346-0980,,,,,,,,비활성
진영종합철물,고객업체 (판매),,주영길,,"철물,공구",경남 김해시 진영읍 김해대로 74,055-345-2235,055-345-3069,,,,,,,,비활성
대우건재철물,고객업체 (판매),,김종현,,,경남 고성군 회화면 배둔리 828-10,055-673-0505,,,,,,,,,비활성
한일종합상사,고객업체 (판매),,,,,경남 고성군 읍 남해안대로2321,055-673-8762,055-673-8763,,,,,,,,비활성
김홍주건설기계,고객업체 (판매),210511-1,김홍주,"도매,제조","진동로라발전기,캇타기",경남 거제시 연초면 거제대로 4253 (1층),055-634-1002,055-634-1050,,,,,,,,비활성
고창철재,고객업체 (판매),,,,,전북 고창군 고창읍 고인돌대로 1679,063-561-0033,063-561-0305,,,,,,,,비활성
제일건재사,고객업체 (판매),,김미영,,"철물,건재,공구",경남 함양군 안의면 광풍로 177,055-962-0629,,,,,,,,,비활성
동신철물상사,고객업체 (판매),,이성기,도소매외,공구외,전라남도 여수시 둔덕3길 5(둔덕동),061-651-6062,061-651-9907,,,,,,,,비활성
창동건재사,고객업체 (판매),,류지현,,"시멘트,철물,목재",경남 거창군 읍대동리 251-5번지,055-944-6089,055-943-3636,,,,,,,,비활성
병수친구,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼성공구백화점,고객업체 (판매),,,,,,,,,,,,,,,비활성
강석재,고객업체 (판매),,,,,,,,,,,,,,,비활성
유일유통,고객업체 (판매),210429,박상진,"도매,제조",종합기계공구및부품,경상북도 문경시 산양면 경서로 457,,,,,,,,,,비활성
우리철물자재백화점,고객업체 (판매),,김기정,,,경북 의성군 금성면 탑운길 73,054-833-2078,,,,,,,,,비활성
남도건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사 파란이앤씨,고객업체 (판매),210426-6,이상학,"건설,제조",전문건설하도급,"경기도 포천시 호국로917번길 45-1, 1층(설운동)",031-531-8001,031-531-8002,,,,,,,,비활성
현대목재철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
조광상회,매입업체 (구매),,육재우,,,대전 중구 문창동 108-32,042-284-4484,042-284-1971,,,,,,,,비활성
서울철물  평창,고객업체 (판매),,최은호,도소매외,철물외,경기도 남양주시 진접읍 내각1로 83,031-571-2411,031-572-4070,,,,,,,,비활성
현대공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
대경 안동,고객업체 (판매),,,,,,,,,,,,,,,비활성
이한농자재,고객업체 (판매),,,,,철원,,,,,,,,,,비활성
노선공업사,고객업체 (판매),,,,,화천,,,,,,,,,,비활성
동명철물건재,고객업체 (판매),,이정재,,"건축,토목,특수공사 등",경북 칠곡군 동명면 경북대로 109,054-977-0085~7,054-977-0086,,,,,,,,비활성
영화공구,고객업체 (판매),,김도훈,,"철물,공구수리대여",대구광역시 북구 칠곡중앙대로 494,053-321-0039,053-321*7008,,,,,,,,비활성
신풍농자재,고객업체 (판매),,주영주,,"하우스,축사시공",충남 공주시 유구읍 백교리 중앙1길 40,041-841-9668,041-841-9666,,,,,,,,비활성
박수덕사장님,고객업체 (판매),,,,,울산시 북구 달천동 375-6,,,,,,,,,,비활성
태산철물PVC건재,고객업체 (판매),,김대식,도소매,철물,전북 정읍시 황토현로 1234(농소동),,,,,,,,,,비활성
단계건재상,고객업체 (판매),,,,,산청군 신동면 신동가회로 27,,,,,,,,,,비활성
동화철물 함양,고객업체 (판매),,,,,함양군 수동면 수동길 61,,,,,,,,,,비활성
고려자재백화점.고려과원지주시스템,고객업체 (판매),210421,황영덕,"건설,제조,도소매",상하수도설비및시설물유지,경상북도 영주시 봉현면 신재로 948,,,,,,,,,,비활성
유니온하우징,고객업체 (판매),,,,,경기도 평택시 오성면 죽3리길 183,,,,,,,,,,비활성
둔내철물,고객업체 (판매),,,,,둔내,,,,,,,,,,비활성
길빵,고객업체 (판매),,,,,,,,,,,,,,,비활성
구성운,고객업체 (판매),,,,,경기도 남양주시 조안면 능내리 172-2번지,,,,,,,,,,비활성
대한농자재,고객업체 (판매),,,,,정선,,,,,,,,,,비활성
대명종합건재 진천,고객업체 (판매),,노충하,,,충북 진천군 초평면 초평로 517,043-534-4630,043-534-4006,,,,,,,,비활성
(주)원진종합상사,고객업체 (판매),,"송미숙,임윤미",도소매,철만물,광주광역시 광산구 사암로 734(도천동),062-959-0989,062-953-1211,,,,,,,,비활성
기호공구상사,매입업체 (구매),,,,,"대전 대덕구 대화로160, 공구상가 5동117호",042-670-6108,,,,,,,,,비활성
정우상사,고객업체 (판매),,김원호,"건설,도소매","전기설비공사,인테리어","광주시 광산구 우산로 128-1,1층(우산동)",,,,,,,,,,비활성
선산철재,고객업체 (판매),,,,,,,,,,,,,,,비활성
하만종합상사,고객업체 (판매),210410,조경래,도소매,철물건재,경기도 여주시 북내면 당전로 6-1,031-886-0061,031-886-0062,,,,,,,,비활성
경남창호,고객업체 (판매),,,,,,,,,,,,,,,비활성
쌍용종합건재,고객업체 (판매),,마문재,,"합판,각목,각종건축자재",경남 함양군 함양읍 한들로38,055-963-7730,,,,,,,,,비활성
현대건재사,고객업체 (판매),,우영순,,,전북 무주군 안성면 안성로 258번지,063-323-1234,,,,,,,,,비활성
제일철물건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
삼성철물 예산,고객업체 (판매),,,,,,,,,,,,,,,비활성
만물건재철물공구,고객업체 (판매),,김경섭,,,충북 괴산군 연풍면 연풍로 1362,043-833-2303,,,,,,,,,비활성
새마을건재 문경,고객업체 (판매),,김윤기,,,경북 문경시 문경읍 진안리 196-6,054-571-0571,054-571-1969,,,,,,,,비활성
신풍농약종묘사,고객업체 (판매),,채상기,,,경북 문경시 문경읍 문희로 17,054-571-2980,,,,,,,,,비활성
호린산업,고객업체 (판매),,,,,,,,,,,,,,,비활성
이재실사장,고객업체 (판매),,,,,,,,,,,,,,,비활성
추풍령공조(장광석),고객업체 (판매),,,,,,,,,,,,,,,비활성
현대공구철물백화점,고객업체 (판매),,이용운,도소매,공구 및 철물,대전시 유성구 학하중앙로168번길 32,,,,,,,,,,비활성
대성철강 고성,고객업체 (판매),210330,안연화,도소매,"철강,철물건재",강원도 고성군 토성면 고성대로 77-5,,033-638-6330,,,,,,,,비활성
육일철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
한국철물건재 예산,고객업체 (판매),,,,,,,,,,,,,,,비활성
형제철물공구 여수,고객업체 (판매),,문재순,도소매,"철물,건재",전남 여수시 웅천로 319 (웅천동),,,,,,,,,,비활성
신이테크,고객업체 (판매),,조성만,도소매외,기계부품외,"대전광역시 대덕구 대화로 160, 10동 106호(대화동, 산업용재유통상가)",,,,,,,,,,비활성
이미숙,고객업체 (판매),,,,,,,,,,,,,,,비활성
아재 주식회사,고객업체 (판매),210325,김은주,서비스.건설,토탈생활서비스,경남 거창군 거창읍 주곡로359,,,,,,,,,,비활성
영남문집 건축 자재마트,고객업체 (판매),,최상범,,"판넬,하이샷시등",경남 거창군 거창읍 중앙로1길 148-16,055-944-5343,055-943-7404,,,,,,,,비활성
철거(유팀장),고객업체 (판매),,,,,,,,,,,,,,,비활성
동명종합건재,고객업체 (판매),,신용승,,,충북 진천군 광혜원면 진광로 909-1,043-536-2033,043-536-2034,,,,,,,,비활성
신진종합상사,고객업체 (판매),210325,,,,,,,,,,,,,,비활성
한빛전자,고객업체 (판매),,,,,,,,,,,,,,,비활성
해안마트,고객업체 (판매),,,,,,,,,,,,,,,비활성
트윈바스,고객업체 (판매),210324-2,김영학,도소매외,욕실천정재외,"경기도 고양시 일산서구 장자길118번길; 27, 303동 101호(덕이동, 동문굿모닝힐아파트)",,,,,,,,,,비활성
영도철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
미광철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
세영종합상사,고객업체 (판매),210325,신미진,도소매,철물외,경상북도 경주시 용황로 36(황성동),,054-748-6046,,,,,,,,비활성
도개건재 박병찬,고객업체 (판매),,,,,,,,,,,,,,,비활성
영남목재건재,고객업체 (판매),,,,,전남 나주시 풍물시장2길 47,061-334-5267,,,,,,,,,비활성
김윤근,고객업체 (판매),,,,,대구시 북구 관음동로 13길 19(관음동)2층 오른쪽,,,,,,,,,,비활성
대성인력,고객업체 (판매),,,,,,,,,,,,,,,비활성
서정선,고객업체 (판매),,,,,,,,,,,,,,,비활성
결성축사,고객업체 (판매),,,,,,,,,,,,,,,비활성
두성철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성종합건재 음성,고객업체 (판매),,이준희,,,충북 음성군 감곡면 장감로 217-10,043-881-0130,043-881-0131,,,,,,,,비활성
이재일,고객업체 (판매),,,,,,,,,,,,,,,비활성
신태식,고객업체 (판매),,,,,,,,,,,,,,,비활성
오미정,고객업체 (판매),,,,,,,,,,,,,,,비활성
동인PK,고객업체 (판매),,,,,,,,,,,,,,,비활성
태양철물,고객업체 (판매),,김종문,도소매,"공구,배관자재",충북 제천시 풍양로 133,043-646-9000,,,,,,,,,비활성
백운철물건재,고객업체 (판매),,,,,충북 제천시 백운면 원월리 84-1,,,,,,,,,,비활성
대명전기철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
금산 대륙상사실장,고객업체 (판매),,,,,,,,,,,,,,,비활성
손득수,고객업체 (판매),,,,,,,,,,,,,,,비활성
도담창호,고객업체 (판매),,윤희정,도소매외,"창호,유리,금속구조물공사외",경상남도 진주시 집현면 남강로 1861,055-745-6799,055-763-6799,,,,,,,,비활성
복전철물자재,고객업체 (판매),,,,,,,,,,,,,,,비활성
덕암철물,고객업체 (판매),,박태웅,,,대전시 대덕구 덕암로 180 1층(평촌동),042-932-7399,,,,,,,,,비활성
장광석,고객업체 (판매),,,,,,,,,,,,,,,비활성
윤영권,고객업체 (판매),,,,,,,,,,,,,,,비활성
정일구,고객업체 (판매),,,,,,,,,,,,,,,비활성
김기수,고객업체 (판매),,,,,,,,,,,,,,,비활성
박정숙,고객업체 (판매),,,,,대전시 서구 둔산로201 국화아파트 301동209호호,,,,,,,,,,비활성
(주)전일,혼합 (판매+구매),,염귀철,도소매,용접봉외,"대전광역시 대덕구 대화로 160, ;5동 113호(대화동, 산업용재유통상가)",042-670-8988,042-670-8899,,,,,,,,비활성
성산하우징,고객업체 (판매),,,,,,,,,,,,,,,비활성
한성공영산업,고객업체 (판매),210311,이순덕,도소매,"건설자재,안전용품",경남 고성군 고성읍 무량로 24,055-673-5460,055-673-5461,,,,,,,,비활성
공간인테리어,고객업체 (판매),,,,,,,,,,,,,,,비활성
종로기업,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)피코전력,고객업체 (판매),,,,,,,,,,,,,,,비활성
남산철물건재,고객업체 (판매),,허승용,,"친모래,목재,건축자재등",경남 산청군 산청읍 웅석봉로 39,055-973-6747,,,,,,,,,비활성
신진철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
태성농자재,고객업체 (판매),,배현애,,"자동개폐기,스프링쿨러,하우스등",충남 예산군 예산읍 충서로 1138,041-334-0447,041-334-0448,,,,,,,,비활성
..유영찬,고객업체 (판매),,,,,,,,,,,,,,,비활성
문장철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
정인산업,고객업체 (판매),,이인중,,"건축자재,안전용품",충남 서산시 팔봉면 팔봉2로89 (진장리 899-3),041-673-9618,041-675-9618,,,,,,,,비활성
진성글로벌 주식회사,고객업체 (판매),210308-1,손유진,"도소매,건설업","건축자재,안전용품,기계공구","충남 아산시 탕정면 꾀꼴성길 103-5 ,1동",,,,,,,,,,비활성
진성산업,고객업체 (판매),,손유진,도소매,건축자재,"충청남도 아산시 탕정면 꾀꼴성길 103-5, 1동",,,,,,,,,,비활성
신일철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
안계철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
고려자원,고객업체 (판매),,,,,대전시 유성구 장대동 283-11,,,,,,,,,,비활성
금성철재,고객업체 (판매),,,,,,,,,,,,,,,비활성
사거리철물공구,고객업체 (판매),,서영준,도매및소매업,철물,전라남도 순천시 해룡면 남가리 803-2,,,,,,,,,,비활성
한밭공구자재백화점,고객업체 (판매),,김영대,,,경북 의성군 의성읍 문소3길 79,054-832-0311~2,054-832-0313,,,,,,,,비활성
속초종합철물건재,고객업체 (판매),210303-0,서명선,도매,일반철물,강원도 속초시 조양로 232(조양동),033-638-5775,033-635-1518,,,,,,,,비활성
건일철강종합건재,고객업체 (판매),,장영자,도매및소매업,건자재외,경상북도 안동시 경동로 318(송현동),054-857-3311,054-857-3314,,,,,,,,비활성
영양건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
모서철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
대안철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
수안보철물 박병찬,고객업체 (판매),,,,,,,,,,,,,,,비활성
..공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
대동모터,고객업체 (판매),,,,,,,,,,,,,,,비활성
한계호,고객업체 (판매),,,,,강원도 철원군 동송읍 금학로201번길 9    106동404호,,,,,,,,,,비활성
(주)부원툴릭스,매입업체 (구매),,정연석,,,"대구광역시 북구 유통단지로5,20(신격동)",053-253-0884,053-253-0887-,,,,,,,,비활성
대일철물 정읍,고객업체 (판매),,,,,,,,,,,,,,,비활성
동성기계,고객업체 (판매),,,,,,,,,,,,,,,비활성
주선산업주식회사,고객업체 (판매),,김기봉,건설업외,철골및철근공사외,충청남도 금산군 진산면 웡골길 21(주선산업 주식회사),041-751-1165,041-751-1164,,,,,,,,비활성
흥동상회,고객업체 (판매),,,,,,,,,,,,,,,비활성
TOOL BOX,고객업체 (판매),,오길환,소매외,"철물,안전용품외",경상남도 하동군 하동읍 중앙로 76-1(툴박스),055-883-0945,,,,,,,,,비활성
지수건재철물,고객업체 (판매),,김선근,소매,철물,경상남도 진주시 지수면 지수로 498,055-754-5488,055-755-5488,,,,,,,,비활성
신영공구,고객업체 (판매),,이재엽,,"철물,공구,볼트,전기",경남 함안군 칠원읍 삼칠로 130,055-587-7772,055-587-7774,,,,,,,,비활성
신기철물,고객업체 (판매),,,,"공구,철물,pvc",,055-573-0070,,,,,,,,,비활성
진산건설,고객업체 (판매),,최홍서,"건설,도소매","금속구조물,창호등",강원도 강릉시 성덕포남로 168번안길 24(포남동),033-651-1818,033-651-6662,,,,,,,,비활성
대구보드샵,고객업체 (판매),,양진형,"소매,서비스업","스포츠용품 수리,정비",대구시 중구 태평로 154-2,,,,,,,,,,비활성
켐핑공작소,고객업체 (판매),,,,,,,,,,,,,,,비활성
형제농자재,고객업체 (판매),,신을환,,,전북 무주군 무풍면 실미길3,063-322-8841,,,,,,,,,비활성
미래공구상사,고객업체 (판매),,송호칠,,"예초기,엔진톱,철물공구등",경남 합천군 합천읍 옥산로59,055-933-6565,055-933-0655,,,,,,,,비활성
일성농자재백화점,고객업체 (판매),,장영자,,"철관,강관,하우스파이프등",경남 합천군 초계면 대동리 57번지,055-933-6892~3,055-933-6882,,,,,,,,비활성
신성철재,고객업체 (판매),,,,,,,,,,,,,,,비활성
한웅종합건자재,고객업체 (판매),,윤정우,도소매,건축자재,"강원도 동해시 효자로 708-2,2층(효가동)",033-521-0986,033-522-3032,,,,,,,,비활성
대흥철강,고객업체 (판매),,,,,충남 금산군 추부면 서산대로 62-4,041-754-3979,041-754-3979,,,,,,,,비활성
주식회사 오에스씨,고객업체 (판매),,남진명,,,경기도 시흥시 은행로22 신창테크노타운 205호~207호,031-312-4451,031-312-4452,,,,,,,,비활성
엘지종합건재,고객업체 (판매),,김기철,,건축자재일체,충북 영동군 양산면 금강로 1518-1,043-743-6264,043-745-0203,,,,,,,,비활성
동양공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
제원철물,고객업체 (판매),,윤순용,,,충남 금산군 제원면 제원로16,041-753-9887,041-754-9886,,,,,,,,비활성
모던종합상사,혼합 (판매+구매),,최경민,도소매,철물,충북 진천군 진천읍 문화로 361,043-537-8828,043-537-8829,,,,,,,,비활성
영진철물(이천),고객업체 (판매),,조주현,,,경기도 이천시 설성면 설가로 8,031-641-5210,,,,,,,,,비활성
두손창호,고객업체 (판매),,,,,,,,,,,,,,,비활성
주식회사 오성툴스,고객업체 (판매),,장보성,,,"경기도 시흥시 은행로22, 207호(은행동,신창테크노타운)",031-312-5799,031-312-4452,,,,,,,,비활성
이현경,고객업체 (판매),,,,,강원도 속초시 하도문길 144 (대포동) 스테이모로,,,,,,,,,,비활성
조성건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
충기업,고객업체 (판매),,,,,,,,,,,,,,,비활성
광영건재,고객업체 (판매),,정수환,,건축자재,경북 성주군 선남면 성주로 4152-14,054-933-7686,,,,,,,,,비활성
신진건재,고객업체 (판매),,허미란,,건축자재,경북 성주군 성주읍 성주읍4길32,054-933-2045,054-933-0088,,,,,,,,비활성
매곡농약아그로,고객업체 (판매),,백승명,,,충청북도 영동군 매곡면 민주지산로 3581,043-745-8331,043-745-8332,,,,,,,,비활성
진달래하우스,고객업체 (판매),,최영숙,건설업,주택리모델링,경상남도 거창군 마리면 거안로 1029,055-945-3358,055-945-3359,,,,,,,,비활성
영풍철물,고객업체 (판매),,,,,충북 영동군 황간면 남성2길 2,,,,,,,,,,비활성
명성종합상사,고객업체 (판매),,박현철,"도매,제조",농자재및철물,"전라남도 신안군 지도읍 서촌길16, B동1층",061-261-3366,061-261-8999,,,,,,,,비활성
대창조립식,고객업체 (판매),,,,,,,,,,,,,,,비활성
코리아그라인딩,고객업체 (판매),,송만기,도소매,호환성공구외,경기도 화성시 팔탄면 푸른들판로812,031-353-2754,031-353-2399,,,,,,,,비활성
이이앤지휀스,고객업체 (판매),,서희택,,,충북 청주시 흥덕구 오송읍 오송6길 16,043-214-2670,043-214-2671,,,,,,,,비활성
남일철물(유),고객업체 (판매),,,,,,,,,,,,,,,비활성
부흥천흥농약마트,고객업체 (판매),,김재현,,,충북 괴산군 청안면 괴산길 2115,043-832-6366,043-832-6376,,,,,,,,비활성
삼성공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
김성배,고객업체 (판매),,,,,,,,,,,,,,,비활성
고덕면 고덕철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
